1.23163e-05 1.36156e-07 1.1968e-07 1.24095e-07 1.22912e-07 1.23229e-07 1.23144e-07 1.23167e-07 1.23161e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 1.23162e-07 
1.23163e-05 1.49133e-07 1.21321e-07 1.22282e-07 1.23764e-07 1.22901e-07 1.23257e-07 1.23128e-07 1.23172e-07 1.23158e-07 1.23162e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 1.23161e-07 
1.23163e-05 1.62086e-07 1.28076e-07 1.17747e-07 1.25704e-07 1.22186e-07 1.23499e-07 1.23048e-07 1.23195e-07 1.23149e-07 1.23163e-07 1.23159e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 1.2316e-07 
1.23163e-05 1.7501e-07 1.39929e-07 1.10512e-07 1.28719e-07 1.21091e-07 1.23868e-07 1.22928e-07 1.23232e-07 1.23137e-07 1.23166e-07 1.23157e-07 1.2316e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 1.23159e-07 
1.23163e-05 1.879e-07 1.56861e-07 1.00607e-07 1.32793e-07 1.19619e-07 1.24362e-07 1.22767e-07 1.23281e-07 1.2312e-07 1.2317e-07 1.23155e-07 1.23159e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 1.23158e-07 
1.23163e-05 2.00748e-07 1.78848e-07 8.80634e-08 1.37915e-07 1.17773e-07 1.24984e-07 1.22564e-07 1.23344e-07 1.23099e-07 1.23175e-07 1.23152e-07 1.23159e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 1.23157e-07 
1.23163e-05 2.13549e-07 2.05861e-07 7.29166e-08 1.44069e-07 1.15556e-07 1.25733e-07 1.22318e-07 1.23421e-07 1.23074e-07 1.23181e-07 1.23148e-07 1.23158e-07 1.23155e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 1.23156e-07 
1.23163e-05 2.26298e-07 2.37868e-07 5.52053e-08 1.51243e-07 1.12966e-07 1.26613e-07 1.22027e-07 1.23514e-07 1.23043e-07 1.2319e-07 1.23144e-07 1.23158e-07 1.23154e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 1.23155e-07 
1.23163e-05 2.38988e-07 2.74831e-07 3.49718e-08 1.59425e-07 1.10003e-07 1.27628e-07 1.21687e-07 1.23624e-07 1.23006e-07 1.232e-07 1.2314e-07 1.23158e-07 1.23153e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 1.23154e-07 
1.23163e-05 2.51613e-07 3.16709e-07 1.22613e-08 1.68601e-07 1.06664e-07 1.28783e-07 1.21296e-07 1.23752e-07 1.22962e-07 1.23213e-07 1.23134e-07 1.23159e-07 1.23151e-07 1.23154e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 1.23153e-07 
